awardnumber,startfiscalyear,endfiscalyear,directcost,allocation_niicode,institution_niicode,project_length,field_niicode,institution_table_group,journal_count
26289203,2014,2016,11800000,ichibu_kikin,14301,3,SE,1,9.0
26289204,2014,2016,12700000,ichibu_kikin,14301,3,SE,1,1.0
26289257,2014,2016,13000000,ichibu_kikin,14301,3,SE,1,6.0
26289258,2014,2016,12700000,ichibu_kikin,14301,3,SE,1,6.0
26293286,2014,2016,10000000,ichibu_kikin,14301,3,BIO,1,5.0
26293287,2014,2016,12400000,ichibu_kikin,14301,3,BIO,1,5.0
26293274,2014,2016,13000000,ichibu_kikin,14301,3,BIO,1,3.0
26293276,2014,2016,12700000,ichibu_kikin,14301,3,BIO,1,20.0
26293275,2014,2017,12800000,ichibu_kikin,14301,4,BIO,1,0.0
26293302,2014,2016,12500000,ichibu_kikin,14301,3,BIO,1,10.0
26293315,2014,2016,12100000,ichibu_kikin,14301,3,BIO,1,17.0
26293209,2014,2016,7800000,ichibu_kikin,14301,3,BIO,1,51.0
26293198,2014,2016,12800000,ichibu_kikin,14301,3,BIO,1,15.0
26293199,2014,2016,12900000,ichibu_kikin,14301,3,BIO,1,5.0
26293202,2014,2016,12700000,ichibu_kikin,14301,3,BIO,1,8.0
26293238,2014,2016,6600000,ichibu_kikin,14301,3,BIO,1,0.0
26293359,2014,2016,12300000,ichibu_kikin,14301,3,BIO,1,21.0
26293369,2014,2017,12100000,ichibu_kikin,14301,4,BIO,1,7.0
26293351,2014,2016,11500000,ichibu_kikin,14301,3,BIO,1,1.0
26293186,2014,2016,12900000,ichibu_kikin,14301,3,BIO,1,27.0
26292175,2014,2017,13600000,ichibu_kikin,14301,4,BIO,1,5.0
26293019,2014,2016,13000000,ichibu_kikin,14301,3,BIO,1,12.0
26293008,2014,2016,13100000,ichibu_kikin,14301,3,BIO,1,9.0
26293013,2014,2016,13000000,ichibu_kikin,14301,3,BIO,1,13.0
26292104,2014,2016,12800000,ichibu_kikin,14301,3,BIO,1,2.0
26292105,2014,2016,8200000,ichibu_kikin,14301,3,BIO,1,3.0
26292084,2014,2017,12100000,ichibu_kikin,14301,4,BIO,1,4.0
26292085,2014,2016,12300000,ichibu_kikin,14301,3,BIO,1,14.0
26292137,2014,2016,12300000,ichibu_kikin,14301,3,BIO,1,4.0
26292121,2014,2018,13000000,ichibu_kikin,14301,5,BIO,1,2.0
26292122,2014,2017,10300000,ichibu_kikin,14301,4,BIO,1,7.0
26293150,2014,2017,12100000,ichibu_kikin,14301,4,BIO,1,2.0
26293172,2014,2016,11800000,ichibu_kikin,14301,3,BIO,1,8.0
26293173,2014,2016,11400000,ichibu_kikin,14301,3,BIO,1,14.0
26293156,2014,2016,13400000,ichibu_kikin,14301,3,BIO,1,2.0
26293064,2014,2016,12300000,ichibu_kikin,14301,3,BIO,1,12.0
26293068,2014,2016,12400000,ichibu_kikin,14301,3,BIO,1,6.0
26293187,2014,2016,12700000,ichibu_kikin,14301,3,BIO,1,19.0
26283007,2014,2017,12600000,ichibu_kikin,14301,4,HS,1,1.0
26283005,2014,2016,12800000,ichibu_kikin,14301,3,HS,1,10.0
26282218,2014,2017,13000000,ichibu_kikin,14301,4,INT,1,39.0
26283006,2014,2017,12400000,ichibu_kikin,14301,4,HS,1,10.0
26284003,2014,2016,13300000,ichibu_kikin,14301,3,HS,1,2.0
26282104,2014,2018,12300000,ichibu_kikin,14301,5,INT,1,5.0
26282107,2014,2017,12300000,ichibu_kikin,14301,4,INT,1,12.0
26282108,2014,2016,10300000,ichibu_kikin,14301,3,INT,1,2.0
26282109,2014,2017,8100000,ichibu_kikin,14301,4,INT,1,9.0
26282110,2014,2016,12500000,ichibu_kikin,14301,3,INT,1,5.0
26282111,2014,2018,11100000,ichibu_kikin,14301,5,INT,1,18.0
26282155,2014,2016,12600000,ichibu_kikin,14301,3,INT,1,1.0
26282146,2014,2016,9600000,ichibu_kikin,14301,3,INT,1,0.0
26282154,2014,2016,12000000,ichibu_kikin,14301,3,INT,1,18.0
26282103,2014,2016,12100000,ichibu_kikin,14301,3,INT,1,37.0
26284114,2014,2017,12700000,ichibu_kikin,14301,4,HS,1,0.0
26284095,2014,2018,11100000,ichibu_kikin,14301,5,HS,1,2.0
26285002,2014,2016,9600000,ichibu_kikin,14301,3,HS,1,12.0
26285008,2014,2017,10600000,ichibu_kikin,14301,4,HS,1,1.0
26284053,2014,2016,11100000,ichibu_kikin,14301,3,HS,1,16.0
26282102,2014,2016,9600000,ichibu_kikin,14301,3,INT,1,5.0
26282101,2014,2016,12700000,ichibu_kikin,14301,3,INT,1,6.0
26280105,2014,2017,11700000,ichibu_kikin,14301,4,INT,1,3.0
26280084,2014,2017,12300000,ichibu_kikin,14301,4,INT,1,7.0
26280085,2014,2016,12200000,ichibu_kikin,14301,3,INT,1,2.0
26280112,2014,2016,9800000,ichibu_kikin,14301,3,INT,1,7.0
26280113,2014,2017,11900000,ichibu_kikin,14301,4,INT,1,10.0
26280122,2014,2018,11700000,ichibu_kikin,14301,5,INT,1,13.0
26280013,2014,2016,12900000,ichibu_kikin,14301,3,INT,1,3.0
26280014,2014,2016,13200000,ichibu_kikin,14301,3,INT,1,14.0
26280075,2014,2017,6300000,ichibu_kikin,14301,4,INT,1,3.0
26280058,2014,2016,12100000,ichibu_kikin,14301,3,INT,1,4.0
26280039,2014,2018,13200000,ichibu_kikin,14301,5,INT,1,9.0
26280043,2014,2016,12900000,ichibu_kikin,14301,3,INT,1,6.0
26280044,2014,2016,12900000,ichibu_kikin,14301,3,INT,1,1.0
26282094,2014,2016,12200000,ichibu_kikin,14301,3,INT,1,4.0
26281020,2014,2016,8100000,ichibu_kikin,14301,3,INT,1,18.0
26281021,2014,2016,12400000,ichibu_kikin,14301,3,INT,1,5.0
26281031,2014,2016,12400000,ichibu_kikin,14301,3,INT,1,1.0
26281032,2014,2016,12100000,ichibu_kikin,14301,3,INT,1,2.0
26282018,2014,2016,12900000,ichibu_kikin,14301,3,INT,1,1.0
26281061,2014,2016,11100000,ichibu_kikin,14301,3,INT,1,7.0
26287115,2014,2018,12900000,ichibu_kikin,14301,5,SE,1,17.0
26287120,2014,2016,12900000,ichibu_kikin,14301,3,SE,1,14.0
26287127,2014,2017,13200000,ichibu_kikin,14301,4,SE,1,13.0
26288006,2014,2016,11600000,ichibu_kikin,14301,3,SE,1,0.0
26288007,2014,2018,13300000,ichibu_kikin,14301,5,SE,1,14.0
26287044,2014,2018,11900000,ichibu_kikin,14301,5,SE,1,28.0
26287051,2014,2018,12600000,ichibu_kikin,14301,5,SE,1,29.0
26287023,2014,2017,9400000,ichibu_kikin,14301,4,SE,1,12.0
26287092,2014,2017,11400000,ichibu_kikin,14301,4,SE,1,3.0
26287078,2014,2016,12900000,ichibu_kikin,14301,3,SE,1,16.0
26289006,2014,2016,13000000,ichibu_kikin,14301,3,SE,1,31.0
26288093,2014,2016,13000000,ichibu_kikin,14301,3,SE,1,12.0
26288106,2014,2016,13300000,ichibu_kikin,14301,3,SE,1,12.0
26289035,2014,2018,12600000,ichibu_kikin,14301,5,SE,1,9.0
26288090,2014,2016,12900000,ichibu_kikin,14301,3,SE,1,13.0
26288036,2014,2016,13200000,ichibu_kikin,14301,3,SE,1,16.0
26288047,2014,2016,9900000,ichibu_kikin,14301,3,SE,1,2.0
26288048,2014,2016,13000000,ichibu_kikin,14301,3,SE,1,3.0
26288049,2014,2018,12700000,ichibu_kikin,14301,5,SE,1,34.0
26288050,2014,2016,12900000,ichibu_kikin,14301,3,SE,1,5.0
26288035,2014,2018,12900000,ichibu_kikin,14301,5,SE,1,57.0
26288024,2014,2016,13200000,ichibu_kikin,14301,3,SE,1,16.0
26288078,2014,2016,12500000,ichibu_kikin,14301,3,SE,1,7.0
26288059,2014,2016,12800000,ichibu_kikin,14301,3,SE,1,14.0
26288060,2014,2016,12900000,ichibu_kikin,14301,3,SE,1,10.0
26287017,2014,2016,12600000,ichibu_kikin,14301,3,SE,1,11.0
26287015,2014,2018,7900000,ichibu_kikin,14301,5,SE,1,7.0
26285111,2014,2016,12100000,ichibu_kikin,14301,3,HS,1,4.0
26285100,2014,2016,12800000,ichibu_kikin,14301,3,HS,1,7.0
26285165,2014,2017,11500000,ichibu_kikin,14301,4,HS,1,5.0
26285048,2014,2016,11300000,ichibu_kikin,14301,3,HS,1,7.0
26285022,2014,2016,10400000,ichibu_kikin,14301,3,HS,1,1.0
26285025,2014,2016,12500000,ichibu_kikin,14301,3,HS,1,0.0
26285076,2014,2016,13500000,ichibu_kikin,14301,3,HS,1,8.0
26285069,2014,2017,12600000,ichibu_kikin,14301,4,HS,1,4.0
26286061,2014,2016,12600000,ichibu_kikin,14301,3,SE,1,7.0
26286050,2014,2016,12300000,ichibu_kikin,14301,3,SE,1,3.0
26287003,2014,2018,12300000,ichibu_kikin,14301,5,SE,1,6.0
26287004,2014,2018,12500000,ichibu_kikin,14301,5,SE,1,8.0
26287010,2014,2018,9900000,ichibu_kikin,14301,5,SE,1,27.0
26286076,2014,2018,12400000,ichibu_kikin,14301,5,SE,1,14.0
26286027,2014,2016,12100000,ichibu_kikin,14301,3,SE,1,11.0
26286028,2014,2016,12400000,ichibu_kikin,14301,3,SE,1,12.0
26286006,2014,2016,12700000,ichibu_kikin,14301,3,SE,1,12.0
15H04295,2015,2017,7800000,0,14301,3,BIO,1,30.0
15H04275,2015,2018,12000000,0,14301,4,BIO,1,17.0
15H04283,2015,2017,12900000,0,14301,3,BIO,1,2.0
15H04309,2015,2017,12800000,0,14301,3,BIO,1,4.0
15H04338,2015,2017,12400000,0,14301,3,BIO,1,8.0
15H04342,2015,2018,12200000,0,14301,4,BIO,1,7.0
15H04328,2015,2017,12400000,0,14301,3,BIO,1,1.0
15H04226,2015,2017,12800000,0,14301,3,SE,1,0.0
15H04258,2015,2018,14000000,0,14301,4,BIO,1,16.0
15H04259,2015,2017,14000000,0,14301,3,BIO,1,4.0
15H04266,2015,2018,13800000,0,14301,4,BIO,1,18.0
15H04456,2015,2017,12800000,0,14301,3,BIO,1,6.0
15H04457,2015,2017,12500000,0,14301,3,BIO,1,10.0
15H04427,2015,2018,12100000,0,14301,4,BIO,1,11.0
15H04428,2015,2017,12600000,0,14301,3,BIO,1,9.0
15H04429,2015,2019,12200000,0,14301,5,BIO,1,22.0
15H04481,2015,2017,8300000,0,14301,3,BIO,1,11.0
15H04474,2015,2017,13100000,0,14301,3,BIO,1,6.0
15H04421,2015,2019,13600000,0,14301,5,BIO,1,18.0
15H04370,2015,2017,12500000,0,14301,3,BIO,1,20.0
15H04350,2015,2017,12500000,0,14301,3,BIO,1,8.0
15H04351,2015,2017,12800000,0,14301,3,BIO,1,11.0
15H04414,2015,2017,13600000,0,14301,3,BIO,1,3.0
15H04389,2015,2017,14100000,0,14301,3,BIO,1,5.0
15H04390,2015,2017,13900000,0,14301,3,BIO,1,15.0
15H03993,2015,2017,6900000,0,14301,3,SE,1,7.0
15H04037,2015,2017,13500000,0,14301,3,SE,1,4.0
15H04007,2015,2018,12600000,0,14301,4,SE,1,11.0
15H04021,2015,2018,12600000,0,14301,4,SE,1,12.0
15H03964,2015,2018,12900000,0,14301,4,SE,1,9.0
15H03947,2015,2017,11200000,0,14301,3,SE,1,4.0
15H03930,2015,2017,12900000,0,14301,3,SE,1,4.0
15H03931,2015,2017,13200000,0,14301,3,SE,1,1.0
15H04156,2015,2017,12400000,0,14301,3,SE,1,1.0
15H04157,2015,2017,10800000,0,14301,3,SE,1,0.0
15H04187,2015,2017,13400000,0,14301,3,SE,1,11.0
15H04158,2015,2018,12900000,0,14301,4,SE,1,11.0
15H04159,2015,2017,12400000,0,14301,3,SE,1,5.0
15H04116,2015,2017,12500000,0,14301,3,SE,1,3.0
15H04068,2015,2017,4800000,0,14301,3,SE,1,5.0
15H04048,2015,2017,14200000,0,14301,3,SE,1,15.0
15H04051,2015,2018,13500000,0,14301,4,SE,1,9.0
15H04500,2015,2017,13200000,0,14301,3,BIO,1,1.0
15H04080,2015,2017,10500000,0,14301,3,SE,1,3.0
15H04079,2015,2017,12600000,0,14301,3,SE,1,35.0
15H04501,2015,2017,13200000,0,14301,3,BIO,1,26.0
15H04905,2015,2017,13700000,0,14301,3,BIO,1,15.0
15H04893,2015,2017,13400000,0,14301,3,BIO,1,7.0
15H04919,2015,2017,13000000,0,14301,3,BIO,1,6.0
15H04955,2015,2017,12800000,0,14301,3,BIO,1,1.0
15H04956,2015,2017,13000000,0,14301,3,BIO,1,7.0
15H04819,2015,2017,13500000,0,14301,3,BIO,1,2.0
15H04869,2015,2017,13600000,0,14301,3,BIO,1,1.0
15H04876,2015,2017,13500000,0,14301,3,BIO,1,14.0
15H05083,2015,2017,11300000,0,14301,3,BIO,1,2.0
15H04973,2015,2017,12100000,0,14301,3,BIO,1,0.0
15H05006,2015,2019,12500000,0,14301,5,BIO,1,9.0
15H04637,2015,2017,13400000,0,14301,3,BIO,1,6.0
15H04638,2015,2017,13200000,0,14301,3,BIO,1,3.0
15H04636,2015,2017,13400000,0,14301,3,BIO,1,0.0
15H04622,2015,2017,11400000,0,14301,3,BIO,1,5.0
15H04629,2015,2017,12400000,0,14301,3,BIO,1,7.0
15H04653,2015,2017,13200000,0,14301,3,BIO,1,5.0
15H04528,2015,2017,10800000,0,14301,3,BIO,1,11.0
15H04529,2015,2017,12000000,0,14301,3,BIO,1,3.0
15H04531,2015,2018,12300000,0,14301,4,BIO,1,3.0
15H04530,2015,2018,12200000,0,14301,4,BIO,1,3.0
15H04513,2015,2019,12100000,0,14301,5,BIO,1,10.0
15H04514,2015,2017,12500000,0,14301,3,BIO,1,15.0
15H04515,2015,2018,12500000,0,14301,4,BIO,1,1.0
15H04654,2015,2017,13400000,0,14301,3,BIO,1,15.0
15H04655,2015,2017,12800000,0,14301,3,BIO,1,6.0
15H04750,2015,2018,13800000,0,14301,4,BIO,1,4.0
15H04743,2015,2017,13300000,0,14301,3,BIO,1,11.0
15H04793,2015,2017,12700000,0,14301,3,BIO,1,58.0
15H04676,2015,2017,13300000,0,14301,3,BIO,1,7.0
15H04721,2015,2017,13400000,0,14301,3,BIO,1,8.0
15H03005,2015,2017,13100000,0,14301,3,INT,1,10.0
15H02979,2015,2018,11400000,0,14301,4,INT,1,15.0
15H03032,2015,2018,12000000,0,14301,4,INT,1,13.0
15H03043,2015,2017,12800000,0,14301,3,INT,1,17.0
15H03021,2015,2017,12400000,0,14301,3,INT,1,2.0
15H03022,2015,2017,13100000,0,14301,3,INT,1,3.0
15H02970,2015,2017,7300000,0,14301,3,INT,1,5.0
15H03231,2015,2017,10400000,0,14301,3,HS,1,0.0
15H03205,2015,2018,12800000,0,14301,4,HS,1,6.0
15H03238,2015,2017,12300000,0,14301,3,HS,1,6.0
15H03251,2015,2018,12200000,0,14301,4,HS,1,17.0
15H03136,2015,2018,8500000,0,14301,4,HS,1,10.0
15H03165,2015,2018,12100000,0,14301,4,HS,1,5.0
15H02792,2015,2017,12600000,0,14301,3,INT,1,5.0
15H02668,2015,2018,13000000,0,14301,4,INT,1,19.0
15H02948,2015,2017,7900000,0,14301,3,INT,1,0.0
15H02819,2015,2017,13100000,0,14301,3,INT,1,14.0
15H02831,2015,2017,12600000,0,14301,3,INT,1,5.0
15H02862,2015,2017,13800000,0,14301,3,INT,1,17.0
15H02867,2015,2017,13700000,0,14301,3,INT,1,10.0
15H03275,2015,2017,10300000,0,14301,3,HS,1,3.0
15H03688,2015,2017,13600000,0,14301,3,SE,1,23.0
15H03675,2015,2017,13000000,0,14301,3,SE,1,4.0
15H03699,2015,2018,12900000,0,14301,4,SE,1,27.0
15H03724,2015,2017,13200000,0,14301,3,SE,1,17.0
15H03732,2015,2018,13200000,0,14301,4,SE,1,48.0
15H03708,2015,2017,13400000,0,14301,3,SE,1,2.0
15H03709,2015,2017,13000000,0,14301,3,SE,1,15.0
15H03608,2015,2019,9400000,0,14301,5,SE,1,19.0
15H03609,2015,2019,9900000,0,14301,5,SE,1,11.0
15H03604,2015,2017,4100000,0,14301,3,SE,1,5.0
15H03623,2015,2019,12800000,0,14301,5,SE,1,6.0
15H03624,2015,2018,12100000,0,14301,4,SE,1,6.0
15H03657,2015,2017,13100000,0,14301,3,SE,1,12.0
15H03736,2015,2017,13100000,0,14301,3,SE,1,6.0
15H03837,2015,2017,13100000,0,14301,3,SE,1,34.0
15H03845,2015,2017,13700000,0,14301,3,SE,1,6.0
15H03849,2015,2017,13200000,0,14301,3,SE,1,14.0
15H03877,2015,2017,10300000,0,14301,3,SE,1,11.0
15H03865,2015,2017,13700000,0,14301,3,SE,1,15.0
15H03866,2015,2017,13300000,0,14301,3,SE,1,0.0
15H03867,2015,2017,13500000,0,14301,3,SE,1,2.0
15H03816,2015,2017,13200000,0,14301,3,SE,1,11.0
15H03769,2015,2017,13400000,0,14301,3,SE,1,0.0
15H03770,2015,2017,13400000,0,14301,3,SE,1,32.0
15H03777,2015,2017,13000000,0,14301,3,SE,1,25.0
15H03809,2015,2018,13500000,0,14301,4,SE,1,6.0
15H03810,2015,2017,13500000,0,14301,3,SE,1,27.0
15H03778,2015,2017,12900000,0,14301,3,SE,1,2.0
15H03784,2015,2017,13300000,0,14301,3,SE,1,25.0
15H03785,2015,2017,12900000,0,14301,3,SE,1,4.0
15H03794,2015,2017,13200000,0,14301,3,SE,1,3.0
15H03296,2015,2017,10800000,0,14301,3,HS,1,0.0
15H03299,2015,2018,14000000,0,14301,4,HS,1,7.0
15H03311,2015,2018,13200000,0,14301,4,HS,1,0.0
15H03347,2015,2018,13300000,0,14301,4,HS,1,6.0
15H03335,2015,2018,12300000,0,14301,4,HS,1,3.0
15H03582,2015,2017,13400000,0,14301,3,SE,1,4.0
15H03464,2015,2017,11400000,0,14301,3,HS,1,2.0
15H03473,2015,2017,8100000,0,14301,3,HS,1,12.0
15H03485,2015,2017,13900000,0,14301,3,HS,1,1.0
16H03655,2016,2018,9300000,0,14301,3,HS,1,15.0
16H03613,2016,2019,12100000,0,14301,4,HS,1,6.0
16H03614,2016,2018,10900000,0,14301,3,HS,1,3.0
16H03631,2016,2018,11600000,0,14301,3,HS,1,8.0
16H03643,2016,2019,12400000,0,14301,4,HS,1,6.0
16H03763,2016,2018,7100000,0,14301,3,HS,1,4.0
16H03690,2016,2019,12900000,0,14301,4,HS,1,4.0
16H03691,2016,2018,12900000,0,14301,3,HS,1,5.0
16H03489,2016,2019,13800000,0,14301,4,HS,1,0.0
16H03416,2016,2018,13200000,0,14301,3,HS,1,2.0
16H03446,2016,2019,9400000,0,14301,4,HS,1,3.0
16H03447,2016,2019,13900000,0,14301,4,HS,1,4.0
16H03543,2016,2019,11900000,0,14301,4,HS,1,14.0
16H03955,2016,2018,13600000,0,14301,3,SE,1,48.0
16H03956,2016,2018,13200000,0,14301,3,SE,1,0.0
16H03957,2016,2019,13700000,0,14301,4,SE,1,0.0
16H03977,2016,2019,13700000,0,14301,4,SE,1,45.0
16H03979,2016,2019,13400000,0,14301,4,SE,1,6.0
16H04062,2016,2018,14100000,0,14301,3,SE,1,5.0
16H04065,2016,2019,13800000,0,14301,4,SE,1,16.0
16H04075,2016,2018,14300000,0,14301,3,SE,1,8.0
16H04057,2016,2018,11200000,0,14301,3,SE,1,35.0
16H03826,2016,2018,14900000,0,14301,3,SE,1,5.0
16H03841,2016,2018,14900000,0,14301,3,SE,1,14.0
16H03842,2016,2019,14700000,0,14301,4,SE,1,16.0
16H03870,2016,2018,12800000,0,14301,3,SE,1,7.0
16H02997,2016,2018,12900000,0,14301,3,INT,1,10.0
16H02953,2016,2018,13900000,0,14301,3,INT,1,12.0
16H03075,2016,2018,9300000,0,14301,3,INT,1,5.0
16H02837,2016,2020,12300000,0,14301,5,INT,1,33.0
16H02847,2016,2018,12500000,0,14301,3,INT,1,10.0
16H02795,2016,2019,11800000,0,14301,4,INT,1,1.0
16H02906,2016,2019,13600000,0,14301,4,INT,1,23.0
16H02857,2016,2018,10100000,0,14301,3,INT,1,6.0
16H02868,2016,2018,12400000,0,14301,3,INT,1,22.0
16H02873,2016,2018,12200000,0,14301,3,INT,1,9.0
16H03281,2016,2018,14600000,0,14301,3,INT,1,4.0
16H03282,2016,2018,14200000,0,14301,3,INT,1,11.0
16H03290,2016,2018,14600000,0,14301,3,INT,1,4.0
16H03297,2016,2018,13000000,0,14301,3,INT,1,6.0
16H03298,2016,2018,13100000,0,14301,3,INT,1,0.0
16H03309,2016,2019,12300000,0,14301,4,HS,1,16.0
16H03310,2016,2019,12200000,0,14301,4,HS,1,5.0
16H03312,2016,2018,11400000,0,14301,3,HS,1,10.0
16H03398,2016,2018,12100000,0,14301,3,HS,1,7.0
16H03311,2016,2018,11800000,0,14301,3,HS,1,10.0
16H03344,2016,2018,12600000,0,14301,3,HS,1,18.0
16H03345,2016,2018,11600000,0,14301,3,HS,1,11.0
16H03151,2016,2018,13200000,0,14301,3,INT,1,8.0
16H03167,2016,2019,13200000,0,14301,4,INT,1,26.0
16H03193,2016,2018,13400000,0,14301,3,INT,1,2.0
16H05091,2016,2018,13800000,0,14301,3,BIO,1,21.0
16H05073,2016,2018,14000000,0,14301,3,BIO,1,12.0
16H05205,2016,2018,13500000,0,14301,3,BIO,1,2.0
16H05188,2016,2018,13500000,0,14301,3,BIO,1,20.0
16H05212,2016,2019,13700000,0,14301,4,BIO,1,3.0
16H05151,2016,2018,13500000,0,14301,3,BIO,1,12.0
16H05140,2016,2018,13600000,0,14301,3,BIO,1,6.0
16H05172,2016,2018,13500000,0,14301,3,BIO,1,8.0
16H04909,2016,2018,13200000,0,14301,3,BIO,1,11.0
16H04935,2016,2018,12800000,0,14301,3,BIO,1,10.0
16H04934,2016,2019,12400000,0,14301,4,BIO,1,6.0
16H04924,2016,2019,13500000,0,14301,4,BIO,1,4.0
16H04923,2016,2018,13700000,0,14301,3,BIO,1,2.0
16H04884,2016,2018,12000000,0,14301,3,BIO,1,1.0
16H04881,2016,2018,12900000,0,14301,3,BIO,1,6.0
16H05010,2016,2018,13800000,0,14301,3,BIO,1,5.0
16H04995,2016,2018,7200000,0,14301,3,BIO,1,0.0
16H04993,2016,2018,12700000,0,14301,3,BIO,1,6.0
16H05042,2016,2018,13100000,0,14301,3,BIO,1,18.0
16H04954,2016,2018,13000000,0,14301,3,BIO,1,6.0
16H04953,2016,2018,12300000,0,14301,3,BIO,1,4.0
16H04988,2016,2019,12400000,0,14301,4,BIO,1,11.0
16H05489,2016,2018,13400000,0,14301,3,BIO,1,5.0
16H05501,2016,2018,13200000,0,14301,3,BIO,1,0.0
16H05437,2016,2018,13500000,0,14301,3,BIO,1,15.0
16H05424,2016,2018,13400000,0,14301,3,BIO,1,6.0
16H05447,2016,2018,13400000,0,14301,3,BIO,1,4.0
16H05564,2016,2018,11000000,0,14301,3,BIO,1,0.0
16H05297,2016,2018,13400000,0,14301,3,BIO,1,33.0
16H05237,2016,2018,13900000,0,14301,3,BIO,1,1.0
16H05273,2016,2018,11700000,0,14301,3,BIO,1,4.0
16H04848,2016,2019,14600000,0,14301,4,BIO,1,20.0
16H05326,2016,2018,13300000,0,14301,3,BIO,1,32.0
16H05414,2016,2018,9900000,0,14301,3,BIO,1,0.0
16H05400,2016,2018,13500000,0,14301,3,BIO,1,7.0
16H05341,2016,2018,13300000,0,14301,3,BIO,1,16.0
16H05338,2016,2018,13500000,0,14301,3,BIO,1,34.0
16H05337,2016,2018,13300000,0,14301,3,BIO,1,5.0
16H05352,2016,2019,13000000,0,14301,4,BIO,1,8.0
16H04843,2016,2019,13500000,0,14301,4,BIO,1,9.0
16H04303,2016,2018,9800000,0,14301,3,SE,1,14.0
16H04436,2016,2019,14000000,0,14301,4,SE,1,5.0
16H04427,2016,2018,14300000,0,14301,3,SE,1,7.0
16H04450,2016,2018,13000000,0,14301,3,SE,1,0.0
16H04449,2016,2018,11800000,0,14301,3,SE,1,4.0
16H04398,2016,2018,14400000,0,14301,3,SE,1,17.0
16H04416,2016,2018,14600000,0,14301,3,SE,1,17.0
16H04399,2016,2018,13900000,0,14301,3,SE,1,15.0
16H04110,2016,2018,12700000,0,14301,3,SE,1,48.0
16H04109,2016,2018,13100000,0,14301,3,SE,1,34.0
16H04131,2016,2018,13800000,0,14301,3,SE,1,31.0
16H04257,2016,2018,13100000,0,14301,3,SE,1,0.0
16H04278,2016,2018,13600000,0,14301,3,SE,1,12.0
16H04235,2016,2018,13100000,0,14301,3,SE,1,3.0
16H04216,2016,2018,12900000,0,14301,3,SE,1,15.0
16H04215,2016,2018,13000000,0,14301,3,SE,1,4.0
16H04217,2016,2018,12600000,0,14301,3,SE,1,17.0
16H04720,2016,2018,12400000,0,14301,3,BIO,1,6.0
16H04663,2016,2019,12600000,0,14301,4,BIO,1,17.0
16H04682,2016,2018,13700000,0,14301,3,BIO,1,12.0
16H04681,2016,2018,13600000,0,14301,3,BIO,1,1.0
16H04751,2016,2018,13600000,0,14301,3,BIO,1,0.0
16H04752,2016,2018,13500000,0,14301,3,BIO,1,0.0
16H04805,2016,2018,13500000,0,14301,3,BIO,1,14.0
16H04804,2016,2019,12900000,0,14301,4,BIO,1,4.0
16H04842,2016,2019,13300000,0,14301,4,BIO,1,11.0
16H04831,2016,2018,13200000,0,14301,3,BIO,1,11.0
16H04830,2016,2020,13200000,0,14301,5,BIO,1,1.0
16H04775,2016,2018,11800000,0,14301,3,BIO,1,4.0
16H04793,2016,2018,13400000,0,14301,3,BIO,1,5.0
16H04776,2016,2018,13400000,0,14301,3,BIO,1,6.0
16H04535,2016,2018,13900000,0,14301,3,SE,1,0.0
16H04516,2016,2018,13800000,0,14301,3,SE,1,12.0
16H04552,2016,2018,14000000,0,14301,3,SE,1,2.0
16H04545,2016,2020,13400000,0,14301,5,SE,1,1.0
16H04491,2016,2019,13500000,0,14301,4,SE,1,21.0
16H04492,2016,2018,14100000,0,14301,3,SE,1,5.0
16H04496,2016,2018,13400000,0,14301,3,SE,1,15.0
16H04614,2016,2018,13300000,0,14301,3,SE,1,4.0
16H04631,2016,2018,13100000,0,14301,3,SE,1,0.0
16H04632,2016,2018,12800000,0,14301,3,SE,1,1.0
16H04567,2016,2018,13900000,0,14301,3,SE,1,9.0
17H03643,2017,2019,13100000,0,14301,3,BIO,1,3.0
17H03654,2017,2019,13400000,0,14301,3,BIO,1,23.0
17H03642,2017,2019,13400000,0,14301,3,BIO,1,5.0
17H03655,2017,2019,13500000,0,14301,3,BIO,1,8.0
17H03673,2017,2019,13400000,0,14301,3,BIO,1,6.0
17H03664,2017,2019,13300000,0,14301,3,BIO,1,1.0
17H03663,2017,2019,13300000,0,14301,3,BIO,1,23.0
17H03624,2017,2020,14600000,0,14301,4,BIO,1,42.0
17H03569,2017,2019,14400000,0,14301,3,BIO,1,0.0
17H03546,2017,2019,13500000,0,14301,3,BIO,1,4.0
17H03605,2017,2019,13200000,0,14301,3,BIO,1,6.0
17H03597,2017,2019,13900000,0,14301,3,BIO,1,5.0
17H03805,2017,2019,13300000,0,14301,3,BIO,1,9.0
17H03545,2017,2019,13900000,0,14301,3,BIO,1,0.0
17H03844,2017,2020,12400000,0,14301,4,BIO,1,0.0
17H03832,2017,2019,13000000,0,14301,3,BIO,1,14.0
17H03720,2017,2019,13400000,0,14301,3,BIO,1,4.0
17H03758,2017,2019,13800000,0,14301,3,BIO,1,1.0
17H03734,2017,2020,13700000,0,14301,4,BIO,1,28.0
17H03335,2017,2019,13200000,0,14301,3,SE,1,3.0
17H03334,2017,2019,12600000,0,14301,3,SE,1,1.0
17H03266,2017,2020,13600000,0,14301,4,SE,1,8.0
17H03850,2017,2019,13900000,0,14301,3,BIO,1,10.0
17H03311,2017,2019,5200000,0,14301,3,SE,1,11.0
17H03536,2017,2019,12900000,0,14301,3,SE,1,9.0
